Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2013-05-17 10:46:24.451 -0600,"Success",0:00:00,0,0,0,"20130517_104624.451/LogFile.txt","","",1
2013-05-17 10:47:21.203 -0600,"Success",0:00:00,0,0,0,"20130517_104721.203/LogFile.txt","","",1
2013-05-20 13:33:57.467 -0600,"Success",0:00:00,0,0,0,"20130520_133357.467/LogFile.txt","","",1
