Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2013-05-20 13:18:07.914 -0600,"Success",0:00:00,0,0,0,"20130520_131807.914/LogFile.txt","","",1
